"","region","uni_herdid","age","herdprev"
"4344","historical",185,0.910000026,0.663265306122449
"4345","historical",185,1,0.663265306122449
"4346","historical",185,1.5,0.663265306122449
"4347","historical",185,1,0.663265306122449
"4348","historical",185,1,0.663265306122449
"4349","historical",185,0.579999983,0.663265306122449
"4350","historical",185,0.579999983,0.663265306122449
"4351","historical",185,0.579999983,0.663265306122449
"4352","historical",185,0.75,0.663265306122449
"4353","historical",185,0.600000024,0.663265306122449
"4354","historical",190,10,0.772727272727273
"4355","historical",190,7,0.772727272727273
"4356","historical",190,6,0.772727272727273
"4357","historical",190,7,0.772727272727273
"4358","historical",190,7,0.772727272727273
"4359","historical",190,6,0.772727272727273
"4360","historical",190,4,0.772727272727273
"4361","historical",190,4,0.772727272727273
"4362","historical",190,7,0.772727272727273
"4363","historical",190,6,0.772727272727273
"4364","historical",190,4,0.772727272727273
"4365","historical",190,6,0.772727272727273
"4366","historical",190,4,0.772727272727273
"4367","historical",190,4,0.772727272727273
"4368","historical",190,4,0.772727272727273
"4369","historical",190,4,0.772727272727273
"4370","historical",190,2,0.772727272727273
"4371","historical",190,1.600000024,0.772727272727273
"4372","historical",190,1.25,0.772727272727273
"4373","historical",171,5,0.865671641791045
"4374","historical",171,6,0.865671641791045
"4375","historical",171,5,0.865671641791045
"4376","historical",171,5,0.865671641791045
"4377","historical",171,5,0.865671641791045
"4378","historical",171,8,0.865671641791045
"4379","historical",171,3,0.865671641791045
"4380","historical",171,4,0.865671641791045
"4381","historical",171,6,0.865671641791045
"4382","historical",171,7,0.865671641791045
"4383","historical",171,7,0.865671641791045
"4384","historical",171,7,0.865671641791045
"4385","historical",171,8,0.865671641791045
"4386","historical",171,6,0.865671641791045
"4387","historical",171,3,0.865671641791045
"4388","historical",171,4,0.865671641791045
"4389","historical",171,6,0.865671641791045
"4390","historical",171,5,0.865671641791045
"4391","historical",171,4,0.865671641791045
"4392","historical",171,3,0.865671641791045
"4393","historical",171,6,0.865671641791045
"4394","historical",171,6,0.865671641791045
"4395","historical",171,3,0.865671641791045
"4396","historical",171,4,0.865671641791045
"4397","historical",171,5,0.865671641791045
"4398","historical",171,6,0.865671641791045
"4399","historical",171,6,0.865671641791045
"4400","historical",171,7,0.865671641791045
"4401","historical",171,6,0.865671641791045
"4402","historical",171,7,0.865671641791045
"4403","historical",171,7,0.865671641791045
"4404","historical",171,7,0.865671641791045
"4405","historical",171,6,0.865671641791045
"4406","historical",171,4,0.865671641791045
"4407","historical",171,7,0.865671641791045
"4408","historical",171,7,0.865671641791045
"4409","historical",171,5,0.865671641791045
"4410","historical",171,7,0.865671641791045
"4411","historical",171,5,0.865671641791045
"4412","historical",171,6,0.865671641791045
"4413","historical",171,5,0.865671641791045
"4414","historical",171,5,0.865671641791045
"4415","historical",171,4,0.865671641791045
"4416","historical",171,6,0.865671641791045
"4417","historical",171,5,0.865671641791045
"4418","historical",171,6,0.865671641791045
"4419","historical",171,6,0.865671641791045
"4420","historical",171,5,0.865671641791045
"4421","historical",171,7,0.865671641791045
"4422","historical",171,5,0.865671641791045
"4423","historical",171,4,0.865671641791045
"4424","historical",171,6,0.865671641791045
"4425","historical",171,6,0.865671641791045
"4426","historical",171,6,0.865671641791045
"4427","historical",171,6,0.865671641791045
"4428","historical",171,7,0.865671641791045
"4429","historical",171,6,0.865671641791045
"4430","historical",171,5,0.865671641791045
"4431","historical",171,5,0.865671641791045
"4432","historical",171,4,0.865671641791045
"4433","historical",171,3,0.865671641791045
"4434","historical",171,2,0.865671641791045
"4435","historical",171,2,0.865671641791045
"4436","historical",171,2,0.865671641791045
"4437","historical",171,2,0.865671641791045
"4438","historical",171,3,0.865671641791045
"4439","historical",171,3,0.865671641791045
"4440","historical",171,3,0.865671641791045
"4441","historical",171,2,0.865671641791045
"4442","historical",171,2,0.865671641791045
"4443","historical",171,6,0.865671641791045
"4444","historical",171,6,0.865671641791045
"4445","historical",171,7,0.865671641791045
"4446","historical",171,3,0.865671641791045
"4447","historical",171,3,0.865671641791045
"4448","historical",171,6,0.865671641791045
"4449","historical",171,5,0.865671641791045
"4450","historical",171,5,0.865671641791045
"4451","historical",171,6,0.865671641791045
"4452","historical",171,5,0.865671641791045
"4453","historical",171,6,0.865671641791045
"4454","historical",171,6,0.865671641791045
"4455","historical",171,6,0.865671641791045
"4456","historical",171,6,0.865671641791045
"4457","historical",171,3,0.865671641791045
"4458","historical",171,6,0.865671641791045
"4459","historical",171,3,0.865671641791045
"4460","historical",171,6,0.865671641791045
"4461","historical",171,4,0.865671641791045
"4462","historical",171,1.5,0.865671641791045
"4463","historical",171,1,0.865671641791045
"4464","historical",171,1,0.865671641791045
"4465","historical",171,1.5,0.865671641791045
"4466","historical",171,1.5,0.865671641791045
"4467","historical",171,1.5,0.865671641791045
"4468","historical",171,2,0.865671641791045
"4469","historical",171,1.5,0.865671641791045
"4470","historical",171,1.5,0.865671641791045
"4471","historical",171,1,0.865671641791045
"4472","historical",134,4,0.44
"4473","historical",171,1.5,0.865671641791045
"4474","historical",171,2,0.865671641791045
"4475","historical",171,2,0.865671641791045
"4476","historical",171,3,0.865671641791045
"4477","historical",171,0.75,0.865671641791045
"4478","historical",171,0.5,0.865671641791045
"4479","historical",171,0.670000017,0.865671641791045
"4480","historical",171,0.670000017,0.865671641791045
"4481","historical",171,0.829999983,0.865671641791045
"4482","historical",171,0.829999983,0.865671641791045
"4483","historical",171,0.75,0.865671641791045
"4484","historical",171,1,0.865671641791045
"4485","historical",171,0.920000017,0.865671641791045
"4486","historical",171,0.75,0.865671641791045
"4487","historical",171,0.600000024,0.865671641791045
"4488","historical",171,1.25,0.865671641791045
"4489","historical",171,1,0.865671641791045
"4490","historical",171,1,0.865671641791045
"4491","historical",171,0.920000017,0.865671641791045
"4492","historical",171,0.920000017,0.865671641791045
"4493","historical",171,1.330000043,0.865671641791045
"4494","historical",171,5,0.865671641791045
"4495","historical",171,6,0.865671641791045
"4496","historical",171,4,0.865671641791045
"4497","historical",171,5,0.865671641791045
"4498","historical",171,6,0.865671641791045
"4499","historical",171,6,0.865671641791045
"4500","historical",171,5,0.865671641791045
"4501","historical",171,6,0.865671641791045
"4502","historical",171,6,0.865671641791045
"4503","historical",171,5,0.865671641791045
"4504","historical",171,5,0.865671641791045
"4505","historical",171,6,0.865671641791045
"4506","historical",171,6,0.865671641791045
"4507","historical",171,6,0.865671641791045
"4508","historical",122,4,0.351648351648352
"4509","historical",122,6,0.351648351648352
"4510","historical",122,6,0.351648351648352
"4511","historical",122,4,0.351648351648352
"4512","historical",122,5,0.351648351648352
"4513","historical",122,6,0.351648351648352
"4514","historical",122,6,0.351648351648352
"4515","historical",122,6,0.351648351648352
"4516","historical",122,6,0.351648351648352
"4517","historical",122,3,0.351648351648352
"4518","historical",122,4,0.351648351648352
"4519","historical",122,7,0.351648351648352
"4520","historical",122,3,0.351648351648352
"4521","historical",122,3,0.351648351648352
"4522","historical",122,3,0.351648351648352
"4523","historical",122,2.5,0.351648351648352
"4524","historical",122,4,0.351648351648352
"4525","historical",122,3,0.351648351648352
"4526","historical",122,2.5,0.351648351648352
"4527","historical",122,6,0.351648351648352
"4528","historical",122,4,0.351648351648352
"4529","historical",122,5,0.351648351648352
"4530","historical",122,3,0.351648351648352
"4531","historical",122,6,0.351648351648352
"4532","historical",122,2,0.351648351648352
"4533","historical",122,3,0.351648351648352
"4534","historical",122,2.5,0.351648351648352
"4535","historical",122,7,0.351648351648352
"4536","historical",122,5,0.351648351648352
"4537","historical",122,3,0.351648351648352
"4538","historical",122,5,0.351648351648352
"4539","historical",122,4.5,0.351648351648352
"4540","historical",122,6,0.351648351648352
"4541","historical",122,5,0.351648351648352
"4542","historical",122,4,0.351648351648352
"4543","historical",122,6,0.351648351648352
"4544","historical",122,2.5,0.351648351648352
"4545","historical",122,2.5,0.351648351648352
"4546","historical",122,2.5,0.351648351648352
"4547","historical",122,1,0.351648351648352
"4548","historical",122,0.75,0.351648351648352
"4549","historical",122,1,0.351648351648352
"4550","historical",122,0.579999983,0.351648351648352
"4551","historical",122,6,0.351648351648352
"4552","historical",122,5,0.351648351648352
"4553","historical",122,6,0.351648351648352
"4554","historical",122,2.5,0.351648351648352
"4555","historical",122,2,0.351648351648352
"4556","historical",122,2,0.351648351648352
"4557","historical",122,2,0.351648351648352
"4558","historical",122,2.5,0.351648351648352
"4559","historical",122,2,0.351648351648352
"4560","historical",122,2,0.351648351648352
"4561","historical",122,3,0.351648351648352
"4562","historical",122,3,0.351648351648352
"4563","historical",122,2.5,0.351648351648352
"4564","historical",122,6,0.351648351648352
"4565","historical",122,1.5,0.351648351648352
"4566","historical",122,1.5,0.351648351648352
"4567","historical",122,2.5,0.351648351648352
"4568","historical",122,2.5,0.351648351648352
"4569","historical",122,2.5,0.351648351648352
"4570","historical",122,2,0.351648351648352
"4571","historical",122,1.5,0.351648351648352
"4572","historical",122,1.5,0.351648351648352
"4573","historical",122,2.5,0.351648351648352
"4574","historical",122,1.5,0.351648351648352
"4575","historical",122,1.5,0.351648351648352
"4576","historical",122,4.5,0.351648351648352
"4577","historical",122,6,0.351648351648352
"4578","historical",122,4.5,0.351648351648352
"4579","historical",122,1.5,0.351648351648352
"4580","historical",122,1.5,0.351648351648352
"4581","historical",122,1,0.351648351648352
"4582","historical",122,0.75,0.351648351648352
"4583","historical",122,3.5,0.351648351648352
"4584","historical",122,5,0.351648351648352
"4585","historical",122,1,0.351648351648352
"4586","historical",122,0.75,0.351648351648352
"4587","historical",122,6,0.351648351648352
"4588","historical",122,0.579999983,0.351648351648352
"4589","historical",122,0.579999983,0.351648351648352
"4590","historical",122,1.5,0.351648351648352
"4591","historical",122,0.75,0.351648351648352
"4592","historical",122,1,0.351648351648352
"4593","historical",122,0.75,0.351648351648352
"4594","historical",122,1,0.351648351648352
"4595","historical",122,6,0.351648351648352
"4596","historical",122,1.5,0.351648351648352
"4597","historical",122,1.5,0.351648351648352
"4598","historical",122,0.579999983,0.351648351648352
