"","region","uni_herdid","age","herdprev"
"1","mekelle",163,2,0.7692
"2","mekelle",163,1,0.7692
"3","mekelle",163,1,0.7692
"4","mekelle",163,2.5,0.7692
"5","mekelle",163,1.5,0.7692
"6","mekelle",163,2,0.7692
"7","mekelle",163,2,0.7692
"8","mekelle",163,2.6,0.7692
"9","mekelle",163,1,0.7692
"10","mekelle",163,1,0.7692
"11","mekelle",163,1,0.7692
"12","mekelle",163,0.7,0.7692
"13","mekelle",163,0.5,0.7692
"14","mekelle",163,1.5,0.7692
"15","mekelle",163,3,0.7692
"16","mekelle",163,4,0.7692
"17","mekelle",163,5,0.7692
"18","mekelle",163,7,0.7692
"19","mekelle",163,8,0.7692
"20","mekelle",163,8,0.7692
"21","mekelle",163,8,0.7692
"22","mekelle",163,8,0.7692
"23","mekelle",163,8,0.7692
"24","mekelle",163,8,0.7692
"25","mekelle",163,8,0.7692
"26","mekelle",163,8,0.7692
"27","mekelle",147,10,0.1818
"28","mekelle",147,8,0.1818
"29","mekelle",147,2,0.1818
"30","mekelle",147,2,0.1818
"31","mekelle",147,3,0.1818
"32","mekelle",147,2.5,0.1818
"33","mekelle",147,2,0.1818
"34","mekelle",147,5,0.1818
"35","mekelle",147,7,0.1818
"36","mekelle",147,8,0.1818
"37","mekelle",147,9,0.1818
"38","mekelle",147,7,0.1818
"39","mekelle",147,8,0.1818
"40","mekelle",147,8,0.1818
"41","mekelle",147,6,0.1818
"42","mekelle",147,10,0.1818
"43","mekelle",147,1,0.1818
"44","mekelle",147,1,0.1818
"45","mekelle",147,1,0.1818
"46","mekelle",147,1.5,0.1818
"47","mekelle",147,0.5,0.1818
"48","mekelle",147,0.7,0.1818
"49","mekelle",191,1.2,0.8333
"50","mekelle",191,1.2,0.8333
"51","mekelle",191,1.2,0.8333
"52","mekelle",191,0.7,0.8333
"53","mekelle",191,4,0.8333
"54","mekelle",191,5,0.8333
"55","mekelle",191,6,0.8333
"56","mekelle",191,8,0.8333
"57","mekelle",191,7,0.8333
"58","mekelle",191,8,0.8333
"59","mekelle",191,0.3,0.8333
"60","mekelle",191,2.5,0.8333
"61","mekelle",114,5,0.8182
"62","mekelle",114,8,0.8182
"63","mekelle",114,4.5,0.8182
"64","mekelle",114,10,0.8182
"65","mekelle",114,7,0.8182
"66","mekelle",114,10,0.8182
"67","mekelle",114,2.5,0.8182
"68","mekelle",114,1,0.8182
"69","mekelle",114,1,0.8182
"70","mekelle",114,0.7,0.8182
"71","mekelle",114,0.4,0.8182
"72","mekelle",176,3.5,0.9375
"73","mekelle",176,1,0.9375
"74","mekelle",176,1,0.9375
"75","mekelle",176,4.5,0.9375
"76","mekelle",176,0.75,0.9375
"77","mekelle",176,5,0.9375
"78","mekelle",176,4,0.9375
"79","mekelle",176,4.5,0.9375
"80","mekelle",176,3.5,0.9375
"81","mekelle",176,3,0.9375
"82","mekelle",176,1.4,0.9375
"83","mekelle",176,0.5,0.9375
"84","mekelle",176,0.25,0.9375
"85","mekelle",176,5,0.9375
"86","mekelle",176,1.75,0.9375
"87","mekelle",176,0.08,0.9375
"88","mekelle",158,3.4,0.0588
"89","mekelle",158,8,0.0588
"90","mekelle",158,8,0.0588
"91","mekelle",158,4,0.0588
"92","mekelle",158,6,0.0588
"93","mekelle",158,0.75,0.0588
"94","mekelle",158,0.9,0.0588
"95","mekelle",158,1,0.0588
"96","mekelle",158,1,0.0588
"97","mekelle",158,3.3,0.0588
"98","mekelle",158,7,0.0588
"99","mekelle",158,4.25,0.0588
"100","mekelle",158,2.75,0.0588
"101","mekelle",158,6.5,0.0588
"102","mekelle",158,3,0.0588
"103","mekelle",158,1.75,0.0588
"104","mekelle",158,2.6,0.0588
"105","mekelle",164,2.5,0.12
"106","mekelle",164,2.5,0.12
"107","mekelle",164,3,0.12
"108","mekelle",164,8,0.12
"109","mekelle",164,2.5,0.12
"110","mekelle",164,2,0.12
"111","mekelle",164,8,0.12
"112","mekelle",164,2,0.12
"113","mekelle",164,2,0.12
"114","mekelle",164,1.5,0.12
"115","mekelle",164,2,0.12
"116","mekelle",164,7,0.12
"117","mekelle",164,4.5,0.12
"118","mekelle",164,2.5,0.12
"119","mekelle",164,2,0.12
"120","mekelle",164,2,0.12
"121","mekelle",164,3,0.12
"122","mekelle",164,1.5,0.12
"123","mekelle",164,3,0.12
"124","mekelle",164,3,0.12
"125","mekelle",164,5,0.12
"126","mekelle",164,6,0.12
"127","mekelle",164,1,0.12
"128","mekelle",164,1.5,0.12
"129","mekelle",164,1.5,0.12
"130","mekelle",164,8,0.12
"131","mekelle",164,10,0.12
"132","mekelle",164,8,0.12
"133","mekelle",164,7,0.12
"134","mekelle",164,6,0.12
"135","mekelle",164,5.5,0.12
"136","mekelle",164,6,0.12
"137","mekelle",164,6,0.12
"138","mekelle",164,12,0.12
"139","mekelle",164,7,0.12
"140","mekelle",164,3.5,0.12
"141","mekelle",164,3.5,0.12
"142","mekelle",164,3.5,0.12
"143","mekelle",164,3,0.12
"144","mekelle",164,5,0.12
"145","mekelle",164,5,0.12
"146","mekelle",164,6,0.12
"147","mekelle",164,5,0.12
"148","mekelle",164,5,0.12
"149","mekelle",164,5,0.12
"150","mekelle",164,6,0.12
"151","mekelle",164,6,0.12
"152","mekelle",164,6,0.12
"153","mekelle",164,4,0.12
"154","mekelle",164,4,0.12
"155","mekelle",164,3,0.12
"156","mekelle",164,3,0.12
"157","mekelle",164,2.5,0.12
"158","mekelle",164,5,0.12
"159","mekelle",164,4,0.12
"160","mekelle",164,2,0.12
"161","mekelle",164,0.3,0.12
"162","mekelle",164,1,0.12
"163","mekelle",164,0.3,0.12
"164","mekelle",164,1.25,0.12
"165","mekelle",164,1.4,0.12
"166","mekelle",164,1.4,0.12
"167","mekelle",164,2.5,0.12
"168","mekelle",164,2.5,0.12
"169","mekelle",164,3.5,0.12
"170","mekelle",164,4.5,0.12
"171","mekelle",164,4.5,0.12
"172","mekelle",164,4.5,0.12
"173","mekelle",164,6,0.12
"174","mekelle",164,3,0.12
"175","mekelle",164,3,0.12
"176","mekelle",164,6,0.12
"177","mekelle",164,5,0.12
"178","mekelle",164,7,0.12
"179","mekelle",164,5,0.12
"180","mekelle",164,5,0.12
"181","mekelle",164,5,0.12
"182","mekelle",164,10,0.12
"183","mekelle",164,2,0.12
"184","mekelle",164,8,0.12
"185","mekelle",164,10,0.12
"186","mekelle",164,0.16,0.12
"187","mekelle",164,0.16,0.12
"188","mekelle",164,0.08,0.12
"189","mekelle",164,0.08,0.12
"190","mekelle",164,0.08,0.12
"191","mekelle",128,10,0.1
"192","mekelle",128,6,0.1
"193","mekelle",128,7,0.1
"194","mekelle",128,2,0.1
"195","mekelle",128,5,0.1
"196","mekelle",128,0.4,0.1
"197","mekelle",128,0.25,0.1
"198","mekelle",128,0.6,0.1
"199","mekelle",128,2,0.1
"200","mekelle",128,2,0.1
"201","mekelle",121,5,0.3
"202","mekelle",121,7,0.3
"203","mekelle",121,9,0.3
"204","mekelle",121,3,0.3
"205","mekelle",121,2,0.3
"206","mekelle",121,11,0.3
"207","mekelle",121,8,0.3
"208","mekelle",121,0.8,0.3
"209","mekelle",121,1,0.3
"210","mekelle",121,8,0.3
"211","gondar",196,9,0.133333333
"212","gondar",196,7,0.133333333
"213","gondar",196,3,0.133333333
"214","gondar",196,3.5,0.133333333
"215","gondar",196,0.68,0.133333333
"216","gondar",196,0.92,0.133333333
"217","gondar",196,7,0.133333333
"218","gondar",196,4,0.133333333
"219","gondar",196,4,0.133333333
"220","gondar",196,1,0.133333333
"221","gondar",196,4,0.133333333
"222","gondar",196,4,0.133333333
"223","gondar",196,10,0.133333333
"224","gondar",196,1,0.133333333
"225","gondar",196,1.2,0.133333333
"226","gondar",192,5,0.086956522
"227","gondar",192,9,0.086956522
"228","gondar",192,2.5,0.086956522
"229","gondar",192,2.5,0.086956522
"230","gondar",192,2,0.086956522
"231","gondar",192,1.4,0.086956522
"232","gondar",192,2.5,0.086956522
"233","gondar",192,3,0.086956522
"234","gondar",192,5,0.086956522
"235","gondar",192,3.5,0.086956522
"236","gondar",192,3.5,0.086956522
"237","gondar",192,0.167,0.086956522
"238","gondar",192,1.4,0.086956522
"239","gondar",192,1.2,0.086956522
"240","gondar",192,5,0.086956522
"241","gondar",192,0.83,0.086956522
"242","gondar",192,1.25,0.086956522
"243","gondar",192,1.58,0.086956522
"244","gondar",192,2,0.086956522
"245","gondar",192,0.83,0.086956522
"246","gondar",192,0.83,0.086956522
"247","gondar",192,0.33,0.086956522
"248","gondar",192,0.42,0.086956522
"249","gondar",182,1,0.090909091
"250","gondar",182,1.2,0.090909091
"251","gondar",182,2.6,0.090909091
"252","gondar",182,3,0.090909091
"253","gondar",182,1.4,0.090909091
"254","gondar",182,0.5,0.090909091
"255","gondar",182,0.5,0.090909091
"256","gondar",182,12,0.090909091
"257","gondar",182,5,0.090909091
"258","gondar",182,6,0.090909091
"259","gondar",182,2.5,0.090909091
"260","gondar",126,1.5,0.052631579
"261","gondar",126,2,0.052631579
"262","gondar",126,1.5,0.052631579
"263","gondar",126,1.5,0.052631579
"264","gondar",126,1.5,0.052631579
"265","gondar",126,1.5,0.052631579
"266","gondar",126,0.5,0.052631579
"267","gondar",126,0.5,0.052631579
"268","gondar",126,0.5,0.052631579
"269","gondar",126,1.5,0.052631579
"270","gondar",126,0.167,0.052631579
"271","gondar",126,0.25,0.052631579
"272","gondar",126,0.42,0.052631579
"273","gondar",126,1.167,0.052631579
"274","gondar",126,0.5,0.052631579
"275","gondar",126,2.25,0.052631579
"276","gondar",126,0.25,0.052631579
"277","gondar",126,2.5,0.052631579
"278","gondar",126,0.25,0.052631579
"279","gondar",126,1.167,0.052631579
"280","gondar",126,0.167,0.052631579
"281","gondar",126,4,0.052631579
"282","gondar",126,4,0.052631579
"283","gondar",126,5,0.052631579
"284","gondar",126,4,0.052631579
"285","gondar",126,3,0.052631579
"286","gondar",126,6,0.052631579
"287","gondar",126,7,0.052631579
"288","gondar",126,4.5,0.052631579
"289","gondar",126,4,0.052631579
"290","gondar",126,6,0.052631579
"291","gondar",126,3,0.052631579
"292","gondar",126,3,0.052631579
"293","gondar",126,3,0.052631579
"294","gondar",126,2.5,0.052631579
"295","gondar",126,7,0.052631579
"296","gondar",126,3,0.052631579
"297","gondar",126,5,0.052631579
"298","gondar",101,10,0.071428571
"299","gondar",101,6,0.071428571
"300","gondar",101,8,0.071428571
"301","gondar",101,9,0.071428571
"302","gondar",101,8,0.071428571
"303","gondar",101,3.5,0.071428571
"304","gondar",101,10,0.071428571
"305","gondar",101,4,0.071428571
"306","gondar",101,0.58,0.071428571
"307","gondar",101,0.25,0.071428571
"308","gondar",101,0.25,0.071428571
"309","gondar",101,0.25,0.071428571
"310","gondar",101,0.33,0.071428571
"311","gondar",101,0.167,0.071428571
"312","hawassa",193,3,0.1
"313","hawassa",193,3,0.1
"314","hawassa",193,0.42,0.1
"315","hawassa",193,2,0.1
"316","hawassa",193,0.58,0.1
"317","hawassa",193,1.6,0.1
"318","hawassa",193,0.42,0.1
"319","hawassa",193,4,0.1
"320","hawassa",193,3,0.1
"321","hawassa",193,1.6,0.1
"322","hawassa",143,5.5,0.212389381
"323","hawassa",143,3.6,0.212389381
"324","hawassa",143,6.6,0.212389381
"325","hawassa",143,7.6,0.212389381
"326","hawassa",143,4.1,0.212389381
"327","hawassa",143,5.2,0.212389381
"328","hawassa",143,5,0.212389381
"329","hawassa",143,3.6,0.212389381
"330","hawassa",143,7.6,0.212389381
"331","hawassa",143,4.1,0.212389381
"332","hawassa",143,4.5,0.212389381
"333","hawassa",143,3.7,0.212389381
"334","hawassa",143,7,0.212389381
"335","hawassa",143,4.1,0.212389381
"336","hawassa",143,6,0.212389381
"337","hawassa",143,5.6,0.212389381
"338","hawassa",143,7,0.212389381
"339","hawassa",143,7,0.212389381
"340","hawassa",143,7,0.212389381
"341","hawassa",143,6,0.212389381
"342","hawassa",143,6,0.212389381
"343","hawassa",143,5,0.212389381
"344","hawassa",143,6,0.212389381
"345","hawassa",143,6,0.212389381
"346","hawassa",143,3,0.212389381
"347","hawassa",143,5,0.212389381
"348","hawassa",143,6.6,0.212389381
"349","hawassa",143,6.2,0.212389381
"350","hawassa",143,6,0.212389381
"351","hawassa",143,7,0.212389381
"352","hawassa",143,8,0.212389381
"353","hawassa",143,6,0.212389381
"354","hawassa",143,5.2,0.212389381
"355","hawassa",143,6,0.212389381
"356","hawassa",143,5,0.212389381
"357","hawassa",143,5.5,0.212389381
"358","hawassa",143,7.6,0.212389381
"359","hawassa",143,4.5,0.212389381
"360","hawassa",143,4.3,0.212389381
"361","hawassa",143,7.6,0.212389381
"362","hawassa",143,3.5,0.212389381
"363","hawassa",143,5.9,0.212389381
"364","hawassa",143,5,0.212389381
"365","hawassa",143,2.6,0.212389381
"366","hawassa",143,5,0.212389381
"367","hawassa",143,7.6,0.212389381
"368","hawassa",143,7.6,0.212389381
"369","hawassa",143,2.1,0.212389381
"370","hawassa",143,6,0.212389381
"371","hawassa",143,5.7,0.212389381
"372","hawassa",143,4.5,0.212389381
"373","hawassa",143,8,0.212389381
"374","hawassa",143,4.11,0.212389381
"375","hawassa",143,5.2,0.212389381
"376","hawassa",143,5.5,0.212389381
"377","hawassa",143,8,0.212389381
"378","hawassa",143,3,0.212389381
"379","hawassa",143,3,0.212389381
"380","hawassa",143,3.9,0.212389381
"381","hawassa",143,4.1,0.212389381
"382","hawassa",143,8,0.212389381
"383","hawassa",143,2.6,0.212389381
"384","hawassa",143,4,0.212389381
"385","hawassa",143,3,0.212389381
"386","hawassa",143,7,0.212389381
"387","hawassa",143,2,0.212389381
"388","hawassa",143,2,0.212389381
"389","hawassa",143,2.2,0.212389381
"390","hawassa",143,1.6,0.212389381
"391","hawassa",143,2.3,0.212389381
"392","hawassa",143,1.9,0.212389381
"393","hawassa",143,1.6,0.212389381
"394","hawassa",143,1.6,0.212389381
"395","hawassa",143,1.8,0.212389381
"396","hawassa",143,0.75,0.212389381
"397","hawassa",143,1,0.212389381
"398","hawassa",143,1,0.212389381
"399","hawassa",143,0.58,0.212389381
"400","hawassa",143,1.1,0.212389381
"401","hawassa",143,1.2,0.212389381
"402","hawassa",143,0.92,0.212389381
"403","hawassa",143,2.6,0.212389381
"404","hawassa",143,0.58,0.212389381
"405","hawassa",143,2.6,0.212389381
"406","hawassa",143,0.58,0.212389381
"407","hawassa",143,0.5,0.212389381
"408","hawassa",143,0.5,0.212389381
"409","hawassa",143,0.67,0.212389381
"410","hawassa",111,8,0.090909091
"411","hawassa",111,6,0.090909091
"412","hawassa",111,4,0.090909091
"413","hawassa",111,2.5,0.090909091
"414","hawassa",111,1.2,0.090909091
"415","hawassa",111,1.4,0.090909091
"416","hawassa",111,4.5,0.090909091
"417","hawassa",111,2.5,0.090909091
"418","hawassa",111,7,0.090909091
"419","hawassa",111,0.83,0.090909091
"420","hawassa",111,0.42,0.090909091
"421","hawassa",143,7,0.212389381
"422","hawassa",143,2.5,0.212389381
"423","hawassa",143,3,0.212389381
"424","hawassa",143,4.5,0.212389381
"425","hawassa",143,7.6,0.212389381
"426","hawassa",143,5,0.212389381
"427","hawassa",143,2.3,0.212389381
"428","hawassa",143,2.3,0.212389381
"429","hawassa",143,2.3,0.212389381
"430","hawassa",143,3,0.212389381
"431","hawassa",143,8,0.212389381
"432","hawassa",143,3,0.212389381
"433","hawassa",143,2.3,0.212389381
"434","hawassa",143,1,0.212389381
"435","hawassa",143,1,0.212389381
"436","hawassa",143,0.83,0.212389381
"437","hawassa",143,0.75,0.212389381
"438","hawassa",143,0.83,0.212389381
"439","hawassa",143,0.5,0.212389381
"440","hawassa",143,0.5,0.212389381
"441","hawassa",143,0.5,0.212389381
"442","hawassa",143,0.83,0.212389381
"443","hawassa",143,0.83,0.212389381
"444","hawassa",143,1,0.212389381
"445","hawassa",143,7,0.212389381
"446","hawassa",144,5.25,0.42
"447","hawassa",144,5.25,0.42
"448","hawassa",144,3.75,0.42
"449","hawassa",144,4.45,0.42
"450","hawassa",144,6.85,0.42
"451","hawassa",144,2.75,0.42
"452","hawassa",144,4.75,0.42
"453","hawassa",144,4.95,0.42
"454","hawassa",144,4.45,0.42
"455","hawassa",144,3.75,0.42
"456","hawassa",144,6.85,0.42
"457","hawassa",144,3.36,0.42
"458","hawassa",144,6.85,0.42
"459","hawassa",144,4.25,0.42
"460","hawassa",144,3.55,0.42
"461","hawassa",144,4.25,0.42
"462","hawassa",144,7.25,0.42
"463","hawassa",144,6.25,0.42
"464","hawassa",144,5.25,0.42
"465","hawassa",144,2.85,0.42
"466","hawassa",144,6.25,0.42
"467","hawassa",144,3.25,0.42
"468","hawassa",144,3.35,0.42
"469","hawassa",144,2.25,0.42
"470","hawassa",144,1.75,0.42
"471","hawassa",144,1.35,0.42
"472","hawassa",144,2.85,0.42
"473","hawassa",144,2.25,0.42
"474","hawassa",144,2.25,0.42
"475","hawassa",144,3.15,0.42
"476","hawassa",144,2.25,0.42
"477","hawassa",144,4.25,0.42
"478","hawassa",144,4.25,0.42
"479","hawassa",144,6.25,0.42
"480","hawassa",144,3.75,0.42
"481","hawassa",144,5.85,0.42
"482","hawassa",144,5.25,0.42
"483","hawassa",144,6.85,0.42
"484","hawassa",144,5.25,0.42
"485","hawassa",144,4.85,0.42
"486","hawassa",144,5.85,0.42
"487","hawassa",144,2.25,0.42
"488","hawassa",144,6.85,0.42
"489","hawassa",144,2.95,0.42
"490","hawassa",144,6.25,0.42
"491","hawassa",144,3.75,0.42
"492","hawassa",144,5.45,0.42
"493","hawassa",144,7.25,0.42
"494","hawassa",144,5.25,0.42
"495","hawassa",144,5.25,0.42
"496","hawassa",144,5.25,0.42
"497","hawassa",144,7.25,0.42
"498","hawassa",144,3.35,0.42
"499","hawassa",144,4.45,0.42
"500","hawassa",144,3.35,0.42
"501","hawassa",144,6.25,0.42
"502","hawassa",144,6.85,0.42
"503","hawassa",144,5.15,0.42
"504","hawassa",144,4.75,0.42
"505","hawassa",144,1.85,0.42
"506","hawassa",144,6.25,0.42
"507","hawassa",144,3.35,0.42
"508","hawassa",144,4.25,0.42
"509","hawassa",144,4.25,0.42
"510","addis",2,7.25,0.8443
"511","addis",2,4.5,0.8443
"512","addis",2,5.58,0.8443
"513","addis",2,4.09,0.8443
"514","addis",2,11.33,0.8443
"515","addis",2,6.58,0.8443
"516","addis",2,7.25,0.8443
"517","addis",2,6.58,0.8443
"518","addis",2,4.75,0.8443
"519","addis",2,2.91,0.8443
"520","addis",2,4.08,0.8443
"521","addis",2,5.2,0.8443
"522","addis",2,7,0.8443
"523","addis",2,9.25,0.8443
"524","addis",2,7.41,0.8443
"525","addis",2,8.66,0.8443
"526","addis",2,6.5,0.8443
"527","addis",2,0.91,0.8443
"528","addis",2,5.25,0.8443
"529","addis",2,3.2,0.8443
"530","addis",2,2.25,0.8443
"531","addis",2,8.41,0.8443
"532","addis",2,4.5,0.8443
"533","addis",2,2.58,0.8443
"534","addis",2,4.58,0.8443
"535","addis",2,4.08,0.8443
"536","addis",2,4.08,0.8443
"537","addis",2,3.25,0.8443
"538","addis",2,7.25,0.8443
"539","addis",2,6.66,0.8443
"540","addis",2,6.5,0.8443
"541","addis",2,8.41,0.8443
"542","addis",2,3.83,0.8443
"543","addis",2,7.16,0.8443
"544","addis",2,8.66,0.8443
"545","addis",2,6.83,0.8443
"546","addis",2,10.5,0.8443
"547","addis",2,5.16,0.8443
"548","addis",2,7.16,0.8443
"549","addis",2,10.91,0.8443
"550","addis",2,7.25,0.8443
"551","addis",2,5,0.8443
"552","addis",2,4.58,0.8443
"553","addis",2,7.58,0.8443
"554","addis",2,5.33,0.8443
"555","addis",2,5.08,0.8443
"556","addis",2,5.7,0.8443
"557","addis",2,6.25,0.8443
"558","addis",2,9.25,0.8443
"559","addis",2,6.25,0.8443
"560","addis",2,7.25,0.8443
"561","addis",2,4.75,0.8443
"562","addis",2,3.58,0.8443
"563","addis",2,5.91,0.8443
"564","addis",2,9.83,0.8443
"565","addis",2,5.5,0.8443
"566","addis",2,2.91,0.8443
"567","addis",2,2.2,0.8443
"568","addis",2,2.5,0.8443
"569","addis",2,1.58,0.8443
"570","addis",2,1.41,0.8443
"571","addis",2,1.91,0.8443
"572","addis",2,1.25,0.8443
"573","addis",2,3.2,0.8443
"574","addis",2,1.75,0.8443
"575","addis",2,1.4,0.8443
"576","addis",2,1.91,0.8443
"577","addis",2,1.25,0.8443
"578","addis",2,1,0.8443
"579","addis",2,1.4,0.8443
"580","addis",2,0.91,0.8443
"581","addis",2,0.91,0.8443
"582","addis",2,1.91,0.8443
"583","addis",2,0.91,0.8443
"584","addis",2,1.67,0.8443
"585","addis",2,1,0.8443
"586","addis",2,1.58,0.8443
"587","addis",2,1.4,0.8443
"588","addis",2,1.33,0.8443
"589","addis",2,2.41,0.8443
"590","addis",2,1.58,0.8443
"591","addis",2,0.41,0.8443
"592","addis",2,0.41,0.8443
"593","addis",2,4.08,0.8443
"594","addis",2,0.5,0.8443
"595","addis",2,0.58,0.8443
"596","addis",2,0.41,0.8443
"597","addis",2,0.5,0.8443
"598","addis",3,4,0.0571
"599","addis",3,5,0.0571
"600","addis",3,8,0.0571
"601","addis",3,8,0.0571
"602","addis",3,8,0.0571
"603","addis",3,9,0.0571
"604","addis",3,9,0.0571
"605","addis",3,15,0.0571
"606","addis",3,6,0.0571
"607","addis",3,4,0.0571
"608","addis",3,8,0.0571
"609","addis",3,7,0.0571
"610","addis",3,7,0.0571
"611","addis",3,8,0.0571
"612","addis",3,3,0.0571
"613","addis",3,8,0.0571
"614","addis",3,4,0.0571
"615","addis",3,3,0.0571
"616","addis",3,3,0.0571
"617","addis",3,0.33,0.0571
"618","addis",3,3,0.0571
"619","addis",3,3,0.0571
"620","addis",3,4,0.0571
"621","addis",3,3,0.0571
"622","addis",3,0.25,0.0571
"623","addis",3,3,0.0571
"624","addis",3,0.33,0.0571
"625","addis",3,14,0.0571
"626","addis",3,3,0.0571
"627","addis",3,10,0.0571
"628","addis",3,3,0.0571
"629","addis",3,8,0.0571
"630","addis",3,3,0.0571
"631","addis",3,3,0.0571
"632","addis",4,4,0.1404
"633","addis",4,4,0.1404
"634","addis",4,3.5,0.1404
"635","addis",4,2,0.1404
"636","addis",4,2,0.1404
"637","addis",4,1,0.1404
"638","addis",4,1,0.1404
"639","addis",4,1.5,0.1404
"640","addis",4,1,0.1404
"641","addis",4,2,0.1404
"642","addis",4,2,0.1404
"643","addis",4,1,0.1404
"644","addis",4,1,0.1404
"645","addis",4,2,0.1404
"646","addis",4,1,0.1404
"647","addis",4,8,0.1404
"648","addis",4,4,0.1404
"649","addis",4,7.5,0.1404
"650","addis",4,4.5,0.1404
"651","addis",4,5,0.1404
"652","addis",4,6,0.1404
"653","addis",4,6,0.1404
"654","addis",4,4,0.1404
"655","addis",4,4,0.1404
"656","addis",4,4.5,0.1404
"657","addis",4,4,0.1404
"658","addis",4,4,0.1404
"659","addis",4,5,0.1404
"660","addis",4,5,0.1404
"661","addis",4,0.3,0.1404
"662","addis",4,0.25,0.1404
"663","addis",4,0.3,0.1404
"664","addis",4,0.16,0.1404
"665","addis",4,3,0.1404
"666","addis",5,13,0.3507
"667","addis",5,10,0.3507
"668","addis",5,10,0.3507
"669","addis",5,8,0.3507
"670","addis",5,3,0.3507
"671","addis",5,3,0.3507
"672","addis",5,12,0.3507
"673","addis",5,8,0.3507
"674","addis",5,2.5,0.3507
"675","addis",5,3,0.3507
"676","addis",5,3.5,0.3507
"677","addis",5,5,0.3507
"678","addis",5,3,0.3507
"679","addis",5,8,0.3507
"680","addis",5,10,0.3507
"681","addis",5,9,0.3507
"682","addis",5,10,0.3507
"683","addis",5,3,0.3507
"684","addis",5,3,0.3507
"685","addis",5,3,0.3507
"686","addis",5,1,0.3507
"687","addis",5,3,0.3507
"688","addis",5,8,0.3507
"689","addis",5,1,0.3507
"690","addis",5,1,0.3507
"691","addis",5,1,0.3507
"692","addis",5,0.9,0.3507
"693","addis",5,0.6,0.3507
"694","addis",6,7.5,0.5848
"695","addis",6,8.25,0.5848
"696","addis",6,7.5,0.5848
"697","addis",6,5.25,0.5848
"698","addis",6,6.5,0.5848
"699","addis",6,7,0.5848
"700","addis",6,5.25,0.5848
"701","addis",6,4.25,0.5848
"702","addis",6,7.5,0.5848
"703","addis",6,3.6,0.5848
"704","addis",6,8,0.5848
"705","addis",6,2.58,0.5848
"706","addis",6,2.5,0.5848
"707","addis",6,0.9,0.5848
"708","addis",6,0.67,0.5848
"709","addis",6,0.67,0.5848
"710","addis",6,1,0.5848
"711","addis",6,1.25,0.5848
"712","addis",6,5.25,0.5848
"713","addis",6,8,0.5848
"714","addis",6,3.91,0.5848
"715","addis",6,4,0.5848
"716","addis",6,0.33,0.5848
"717","addis",6,0.59,0.5848
"718","addis",6,1.41,0.5848
"719","addis",6,0.91,0.5848
"720","addis",6,1,0.5848
"721","addis",6,0.58,0.5848
"722","addis",6,5,0.5848
"723","addis",6,5,0.5848
"724","addis",6,7.5,0.5848
"725","addis",6,6.67,0.5848
"726","addis",6,6,0.5848
"727","addis",6,3.9,0.5848
"728","addis",6,7,0.5848
"729","addis",6,1.9,0.5848
"730","addis",6,2.08,0.5848
"731","addis",6,6,0.5848
"732","addis",6,4,0.5848
"733","addis",6,2.5,0.5848
"734","addis",6,5.58,0.5848
"735","addis",6,5.25,0.5848
"736","addis",6,2.75,0.5848
"737","addis",6,1.33,0.5848
"738","addis",6,1.58,0.5848
"739","addis",6,1.58,0.5848
"740","addis",6,2.33,0.5848
"741","addis",6,2.67,0.5848
"742","addis",6,1.58,0.5848
"743","addis",6,1.58,0.5848
"744","addis",6,1.9,0.5848
"745","addis",6,1.33,0.5848
"746","addis",6,1.91,0.5848
"747","addis",6,2.5,0.5848
"748","addis",6,1.58,0.5848
"749","addis",6,1.75,0.5848
"750","addis",6,1.58,0.5848
"751","addis",6,1.4,0.5848
"752","addis",6,1.41,0.5848
"753","addis",6,4.75,0.5848
"754","addis",6,1.3,0.5848
"755","addis",6,2.75,0.5848
"756","addis",6,1.91,0.5848
"757","addis",6,5,0.5848
"758","addis",6,3,0.5848
"759","addis",7,5,0.64
"760","addis",7,5,0.64
"761","addis",7,6,0.64
"762","addis",7,4,0.64
"763","addis",7,4,0.64
"764","addis",7,3,0.64
"765","addis",7,1.7,0.64
"766","addis",7,2,0.64
"767","addis",7,2,0.64
"768","addis",7,2.3,0.64
"769","addis",7,10,0.64
"770","addis",7,5,0.64
"771","addis",7,5,0.64
"772","addis",7,9,0.64
"773","addis",7,0.33,0.64
"774","addis",7,0.41,0.64
"775","addis",7,0.41,0.64
"776","addis",7,0.41,0.64
"777","addis",7,0.67,0.64
"778","addis",7,8.67,0.64
"779","addis",7,7,0.64
"780","addis",7,0.41,0.64
"781","addis",7,0.25,0.64
"782","addis",7,0.33,0.64
"783","addis",7,0.16,0.64
"784","addis",8,0.75,0.1818
"785","addis",8,0.83,0.1818
"786","addis",8,2,0.1818
"787","addis",8,2,0.1818
"788","addis",8,2,0.1818
"789","addis",8,4.5,0.1818
"790","addis",8,3,0.1818
"791","addis",8,4,0.1818
"792","addis",8,7,0.1818
"793","addis",8,2.5,0.1818
"794","addis",9,6,0.0588
"795","addis",9,7,0.0588
"796","addis",9,6,0.0588
"797","addis",9,6.5,0.0588
"798","addis",9,4,0.0588
"799","addis",9,3,0.0588
"800","addis",9,7,0.0588
"801","addis",9,6.5,0.0588
"802","addis",9,4,0.0588
"803","addis",9,2.5,0.0588
"804","addis",9,7,0.0588
"805","addis",9,7,0.0588
"806","addis",9,5.5,0.0588
"807","addis",9,0.5,0.0588
"808","addis",9,0.3,0.0588
"809","addis",9,0.3,0.0588
